order_detail_key,source_row_id,order_key,order_id,order_date,ship_date,shipping_days,ship_mode,customer_id,customer_name,segment,country,state,city,postal_code,region,product_key,product_id,product_name,category,sub_category,sales,quantity,discount,profit
1385,1385,1068,US-2023-169684,2023-10-20,2023-10-23,3,"First Class",FH-14365,"Fred Hopkins",Corporate,"United States",Tennessee,Knoxville,37918,South,1345,OFF-ST-10000934,"Contico 72H Heavy-Duty Storage System","Office Supplies",Storage,98.352000,3,0.20,-24.588000
891,891,1069,US-2023-169726,2023-08-09,2023-08-13,4,"Standard Class",JH-15985,"Joseph Holt",Consumer,"United States",Washington,Seattle,98103,West,842,OFF-BI-10004600,"Ibico Ibimaster 300 Manual Binding System","Office Supplies",Binders,2060.744000,7,0.20,643.982500
986,986,1070,US-2023-169775,2023-08-29,2023-09-02,4,"Second Class",RA-19945,"Ryan Akin",Consumer,"United States",Florida,Miami,33178,South,343,FUR-TA-10001857,"Balt Solid Wood Rectangular Table",Furniture,Tables,174.058500,3,0.45,-110.764500
987,987,1070,US-2023-169775,2023-08-29,2023-09-02,4,"Second Class",RA-19945,"Ryan Akin",Consumer,"United States",Florida,Miami,33178,South,833,OFF-BI-10004390,"GBC DocuBind 200 Manual Binding Machine","Office Supplies",Binders,505.176000,4,0.70,-336.784000
988,988,1070,US-2023-169775,2023-08-29,2023-09-02,4,"Second Class",RA-19945,"Ryan Akin",Consumer,"United States",Florida,Miami,33178,South,878,OFF-EN-10001749,"Jiffy Padded Mailers with Self-Seal Closure","Office Supplies",Envelopes,29.808000,2,0.20,10.805400
2029,2029,1071,US-2023-169789,2023-12-30,2024-01-04,5,"Standard Class",MF-17665,"Maureen Fritzler",Corporate,"United States",Arizona,Phoenix,85023,West,842,OFF-BI-10004600,"Ibico Ibimaster 300 Manual Binding System","Office Supplies",Binders,551.985000,5,0.70,-459.987500
326,326,1072,US-2023-169803,2023-04-06,2023-04-12,6,"Standard Class",SC-20260,"Scott Cohen",Corporate,"United States",Washington,Seattle,98115,West,330,FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top Wood Base",Furniture,Tables,653.550000,3,0.00,111.103500
334,334,1072,US-2023-169803,2023-04-06,2023-04-12,6,"Standard Class",SC-20260,"Scott Cohen",Corporate,"United States",Washington,Seattle,98115,West,1586,TEC-AC-10003441,"Kingston Digital DataTraveler 32GB USB 2.0",Technology,Accessories,33.900000,2,0.00,2.034000
1393,1393,1073,US-2023-169852,2023-10-21,2023-10-26,5,"Standard Class",SF-20965,"Sylvia Foulston",Corporate,"United States",California,Encinitas,92024,West,703,OFF-BI-10001460,"Plastic Binding Combs","Office Supplies",Binders,36.360000,3,0.20,12.271500
2768,2768,1074,US-2024-100069,2024-06-29,2024-07-03,4,"Standard Class",NF-18475,"Neil Französisch","Home Office","United States",Nebraska,Omaha,68104,Central,1881,TEC-PH-10004667,"Cisco 8x8 Inc. 6753i IP Business Phone System",Technology,Phones,269.980000,2,0.00,72.894600
2540,2540,1075,US-2024-100146,2024-05-14,2024-05-19,5,"Standard Class",CB-12535,"Claudia Bergmann",Corporate,"United States",California,Camarillo,93010,West,41,FUR-BO-10004015,"Bush Andora Bookcase Maple/Graphite Gray Finish",Furniture,Bookcases,509.957500,5,0.15,41.996500
2541,2541,1075,US-2024-100146,2024-05-14,2024-05-19,5,"Standard Class",CB-12535,"Claudia Bergmann",Corporate,"United States",California,Camarillo,93010,West,115,FUR-CH-10003833,"Novimex Fabric Task Chair",Furniture,Chairs,97.568000,2,0.20,-6.098000
2542,2542,1075,US-2024-100146,2024-05-14,2024-05-19,5,"Standard Class",CB-12535,"Claudia Bergmann",Corporate,"United States",California,Camarillo,93010,West,127,FUR-CH-10004495,"Global Leather and Oak Executive Chair Black",Furniture,Chairs,722.352000,3,0.20,81.264600
2543,2543,1075,US-2024-100146,2024-05-14,2024-05-19,5,"Standard Class",CB-12535,"Claudia Bergmann",Corporate,"United States",California,Camarillo,93010,West,210,FUR-FU-10001979,"Dana Halogen Swing-Arm Architect Lamp",Furniture,Furnishings,122.910000,3,0.00,34.414800
2381,2381,1076,US-2024-100216,2024-04-13,2024-04-14,1,"First Class",HJ-14875,"Heather Jas","Home Office","United States",Arizona,Mesa,85204,West,1089,OFF-PA-10000788,"Xerox 210","Office Supplies",Paper,31.104000,6,0.20,10.886400
2382,2382,1076,US-2024-100216,2024-04-13,2024-04-14,1,"First Class",HJ-14875,"Heather Jas","Home Office","United States",Arizona,Mesa,85204,West,1215,OFF-PA-10002968,"Xerox 1973","Office Supplies",Paper,54.816000,3,0.20,17.815200
2556,2556,1077,US-2024-100251,2024-05-17,2024-05-23,6,"Standard Class",DV-13465,"Dianna Vittorini",Consumer,"United States","New York","Long Beach",11561,East,1009,OFF-LA-10003766,"Self-Adhesive Removable Labels","Office Supplies",Labels,31.500000,10,0.00,15.120000
2558,2558,1077,US-2024-100251,2024-05-17,2024-05-23,6,"Standard Class",DV-13465,"Dianna Vittorini",Consumer,"United States","New York","Long Beach",11561,East,1449,OFF-SU-10000898,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles 3 7/8 Cut 8L","Office Supplies",Supplies,55.600000,4,0.00,16.124000
3059,3059,1078,US-2024-100377,2024-08-28,2024-09-01,4,NULL,TS-21370,"Todd Sumrall",Corporate,"United States",Illinois,Chicago,60623,Central,1630,TEC-CO-10001046,"Canon Imageclass D680 Copier / Fax",Technology,Copiers,2799.960000,5,0.20,874.987500
3716,3716,1079,US-2024-100454,2024-11-20,2024-11-25,5,"Standard Class",BM-11650,"Brian Moss",Corporate,"United States","New York","New York City",10035,East,8,FUR-BO-10001519,"O'Sullivan 3-Shelf Heavy-Duty Bookcases",Furniture,Bookcases,186.048000,4,0.20,9.302400
3724,3724,1079,US-2024-100454,2024-11-20,2024-11-25,5,"Standard Class",BM-11650,"Brian Moss",Corporate,"United States","New York","New York City",10035,East,566,OFF-AR-10002578,"Newell 335","Office Supplies",Art,NULL,4,0.00,3.340800
3726,3726,1079,US-2024-100454,2024-11-20,2024-11-25,5,"Standard Class",BM-11650,"Brian Moss",Corporate,"United States","New York","New York City",10035,East,635,OFF-AR-10004648,"Boston 19500 Mighty Mite Electric Pencil Sharpener","Office Supplies",Art,60.450000,3,0.00,16.321500
3345,3345,1080,US-2024-100531,2024-09-27,2024-09-29,2,"First Class",NM-18520,"Neoma Murray",Consumer,"United States",Illinois,Chicago,60610,Central,280,FUR-FU-10003849,"DAX Metal Frame Desktop Stepped-Edge",Furniture,Furnishings,24.288000,3,0.60,-12.751200
3348,3348,1080,US-2024-100531,2024-09-27,2024-09-29,2,"First Class",NM-18520,"Neoma Murray",Consumer,"United States",Illinois,Chicago,60610,Central,716,OFF-BI-10001670,"Vinyl Sectional Post Binders","Office Supplies",Binders,15.080000,2,0.80,-22.620000
3765,3765,1081,US-2024-100545,2024-11-22,2024-11-26,4,"Standard Class",IM-15070,"Irene Maddox",Consumer,"United States",Pennsylvania,Philadelphia,19120,East,790,OFF-BI-10003638,"GBC Durable Plastic Covers","Office Supplies",Binders,11.610000,2,0.70,-9.288000
3316,3316,1082,US-2024-100573,2024-09-25,2024-10-01,6,"Standard Class",AM-10705,"Anne McFarland",Consumer,"United States",California,"Los Angeles",90004,West,861,OFF-EN-10000461,"#10- 4 1/8 x 9 1/2 Recycled Envelopes","Office Supplies",Envelopes,17.480000,2,0.00,8.215600
3547,3547,1083,US-2024-100657,2024-11-02,2024-11-07,5,"Standard Class",SW-20245,"Scot Wooten",Consumer,"United States","New York",Troy,12180,East,109,FUR-CH-10003535,"Global Armless Task Chair Royal Blue",Furniture,Chairs,109.764000,NULL,0.10,8.537200
4065,4065,1084,US-2024-100685,2024-12-19,2024-12-21,2,"Second Class",SM-20950,"Suzanne McNair",Corporate,"United States",Nebraska,Omaha,68104,Central,775,OFF-BI-10003094,"Self-Adhesive Ring Binder Labels","Office Supplies",Binders,7.040000,2,0.00,3.308800
4066,4066,1084,US-2024-100685,2024-12-19,2024-12-21,2,"Second Class",SM-20950,"Suzanne McNair",Corporate,"United States",Nebraska,Omaha,68104,Central,948,OFF-FA-10003472,"Bagged Rubber Bands","Office Supplies",Fasteners,5.040000,4,0.00,0.201600
4069,4069,1084,US-2024-100685,2024-12-19,2024-12-21,2,"Second Class",SM-20950,"Suzanne McNair",Corporate,"United States",Nebraska,Omaha,68104,Central,1113,OFF-PA-10001289,"White Computer Printout Paper by Universal","Office Supplies",Paper,116.280000,3,0.00,56.977200
3195,3195,1085,US-2024-100734,2024-09-15,2024-09-20,5,"Standard Class",AC-10615,"Ann Chong",Corporate,"United States",Pennsylvania,Philadelphia,19143,East,755,OFF-BI-10002609,"Avery Hidden Tab Dividers for Binding Systems","Office Supplies",Binders,3.576000,4,0.70,-2.860800
3200,3200,1085,US-2024-100734,2024-09-15,2024-09-20,5,"Standard Class",AC-10615,"Ann Chong",Corporate,"United States",Pennsylvania,Philadelphia,19143,East,1369,OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin 34w x 5-1/4d x 20-1/2h","Office Supplies",Storage,147.184000,2,0.20,-29.436800
2554,2554,1086,US-2024-100769,2024-05-16,2024-05-16,0,"Same Day",TH-21550,"Tracy Hopkins","Home Office","United States",Florida,Jacksonville,32216,South,1556,TEC-AC-10002402,"Razer Kraken PRO Over Ear PC and Music Headset",Technology,Accessories,255.968000,4,0.20,31.996000
2618,2618,1087,US-2024-100818,2024-05-31,2024-06-05,5,"Second Class",JM-15265,"Janet Molinari",Corporate,"United States",Illinois,Chicago,60653,Central,238,FUR-FU-10002703,"Tenex Traditional Chairmats for Hard Floors Average Lip 36 x 48",Furniture,Furnishings,51.560000,2,0.60,NULL
2620,2620,1087,US-2024-100818,2024-05-31,2024-06-05,5,"Second Class",JM-15265,"Janet Molinari",Corporate,"United States",Illinois,Chicago,60653,Central,832,OFF-BI-10004364,"Storex Dura Pro Binders","Office Supplies",Binders,3.564000,3,0.80,-6.237000
2622,2622,1087,US-2024-100818,2024-05-31,2024-06-05,5,"Second Class",JM-15265,"Janet Molinari",Corporate,"United States",Illinois,Chicago,60653,Central,966,OFF-LA-10000443,"Avery 501","Office Supplies",Labels,5.904000,2,0.20,NULL
2624,2624,1087,US-2024-100818,2024-05-31,2024-06-05,5,"Second Class",JM-15265,"Janet Molinari",Corporate,"United States",Illinois,Chicago,60653,Central,1101,OFF-PA-10001125,"Xerox 1988","Office Supplies",Paper,173.488000,7,0.20,54.215000
2352,2352,1088,US-2024-100888,2024-04-06,2024-04-10,4,"Standard Class",MH-17455,"Mark Hamilton",Consumer,"United States","North Carolina",Jacksonville,28540,South,1099,OFF-PA-10001019,"Xerox 1884","Office Supplies",Paper,47.952000,3,0.20,16.183800
2361,2361,1089,US-2024-101000,2024-04-09,2024-04-14,5,"Standard Class",IG-15085,"Ivan Gibson",Consumer,"United States",Connecticut,Norwich,6360,East,389,OFF-AP-10000179,"Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room","Office Supplies",Appliances,NULL,3,0.00,144.354600
2140,2140,1090,US-2024-101007,2024-02-09,2024-02-13,4,"Second Class",MS-17980,"Michael Stewart",Corporate,"United States",Texas,Dallas,75220,Central,1514,TEC-AC-10001266,"Memorex Micro Travel Drive 8 GB",Technology,Accessories,20.800000,2,0.20,6.500000
3909,3909,1091,US-2024-101091,2024-12-05,2024-12-09,4,"Second Class",SW-20245,"Scot Wooten",Consumer,"United States",Pennsylvania,Philadelphia,19140,East,691,OFF-BI-10001107,"GBC White Gloss Covers Plain Front","Office Supplies",Binders,26.064000,6,0.70,-19.982400
3915,3915,1091,US-2024-101091,2024-12-05,2024-12-09,4,"Second Class",SW-20245,"Scot Wooten",Consumer,"United States",Pennsylvania,Philadelphia,19140,East,1582,TEC-AC-10003280,"Belkin F8E887 USB Wired Ergonomic Keyboard",Technology,Accessories,47.984000,2,0.20,0.599800
2142,2142,1092,US-2024-101126,2024-02-10,2024-02-14,4,"Second Class",NB-18655,"Nona Balk",Corporate,"United States",Pennsylvania,Philadelphia,19143,East,1346,OFF-ST-10000943,"Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black","Office Supplies",Storage,77.240000,5,0.20,7.724000
3233,3233,1093,US-2024-101154,2024-09-18,2024-09-21,3,"First Class",CM-12190,"Charlotte Melton",Consumer,"United States",California,"San Diego",92105,West,1431,OFF-ST-10004186,"Stur-D-Stor Shelving Vertical 5-Shelf: 72H x 36W x 18 1/2D","Office Supplies",Storage,443.920000,4,0.00,8.878400
2090,2090,1094,US-2024-101399,2024-01-17,2024-01-24,7,"Standard Class",JS-15940,"Joni Sundaresam","Home Office","United States",Illinois,"Park Ridge",60068,Central,244,FUR-FU-10002918,"Eldon ClusterMat Chair Mat with Cordless Antistatic Protection",Furniture,Furnishings,254.744000,7,0.60,-312.061400
3742,3742,1095,US-2024-101511,2024-11-21,2024-11-23,2,"Second Class",JE-15745,"Joel Eaton",Consumer,"United States",Ohio,Newark,43055,East,131,FUR-CH-10004698,"Padded Folding Chairs Black 4/Carton",Furniture,Chairs,396.802000,7,0.30,-11.337200
3755,3755,1095,US-2024-101511,2024-11-21,2024-11-23,2,"Second Class",JE-15745,"Joel Eaton",Consumer,"United States",Ohio,Newark,43055,East,1459,OFF-SU-10002189,"Acme Rosewood Handle Letter Opener","Office Supplies",Supplies,15.880000,5,0.20,-3.771500
3048,3048,1096,US-2024-101707,2024-08-27,2024-09-01,5,"Standard Class",PF-19165,"Philip Fox",Consumer,"United States",California,"San Diego",92105,West,959,OFF-LA-10000134,"Avery 511","Office Supplies",Labels,3.080000,1,0.00,1.478400
3049,3049,1096,US-2024-101707,2024-08-27,2024-09-01,5,"Standard Class",PF-19165,"Philip Fox",Consumer,"United States",California,"San Diego",92105,West,1215,OFF-PA-10002968,"Xerox 1973","Office Supplies",Paper,114.200000,5,0.00,52.532000
3051,3051,1096,US-2024-101707,2024-08-27,2024-09-01,5,"Standard Class",PF-19165,"Philip Fox",Consumer,"United States",California,"San Diego",92105,West,1454,OFF-SU-10001218,"Fiskars Softgrip Scissors","Office Supplies",Supplies,32.940000,3,0.00,9.223200
2661,2661,1097,US-2024-101868,2024-06-09,2024-06-16,7,"Standard Class",MJ-17740,"Max Jones",Consumer,"United States",Florida,Miami,33178,South,739,OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2 Capacity Binders 800 sheets","Office Supplies",Binders,38.520000,3,0.70,-26.964000
2662,2662,1097,US-2024-101868,2024-06-09,2024-06-16,7,"Standard Class",MJ-17740,"Max Jones",Consumer,"United States",Florida,Miami,33178,South,805,OFF-BI-10003876,"Green Canvas Binder for 8-1/2 x 14 Sheets","Office Supplies",Binders,64.200000,5,0.70,-42.800000
2664,2664,1097,US-2024-101868,2024-06-09,2024-06-16,7,"Standard Class",MJ-17740,"Max Jones",Consumer,"United States",Florida,Miami,33178,South,1607,TEC-AC-10004396,"Logitech Keyboard K120",Technology,Accessories,72.600000,5,0.20,-363.000000
4145,4145,1098,US-2024-101889,2024-12-27,2024-12-31,4,"Standard Class",DB-13120,"David Bremer",Corporate,"United States",Ohio,Marion,43302,East,373,FUR-TA-10004154,"Riverside Furniture Oval Coffee Table Oval End Table End Table with Drawer",Furniture,Tables,1548.990000,9,0.40,-464.697000
4150,4150,1098,US-2024-101889,2024-12-27,2024-12-31,4,"Standard Class",DB-13120,"David Bremer",Corporate,"United States",Ohio,Marion,43302,East,897,OFF-EN-10003286,"Staple envelope","Office Supplies",Envelopes,19.872000,3,0.20,NULL
3803,3803,1099,US-2024-101910,2024-11-27,2024-12-03,6,"Standard Class",CD-11920,"Carlos Daly",Consumer,"United States",California,"Lake Elsinore",92530,West,96,FUR-CH-10002647,"Situations Contoured Folding Chairs 4/Set",Furniture,Chairs,283.920000,5,0.20,17.745000
3092,3092,1100,US-2024-101924,2024-09-04,2024-09-09,5,"Standard Class",KB-16585,"Ken Black",Corporate,"United States",Oregon,Medford,97504,West,682,OFF-BI-10000962,"Acco Flexible ACCOHIDE Square Ring Data Binder Dark Blue 11 1/2 X 14 7/8","Office Supplies",Binders,9.762000,2,0.70,-6.833400
3158,3158,1101,US-2024-102016,2024-09-12,2024-09-18,6,"Standard Class",TM-21010,"Tamara Manning",Consumer,"United States","New York",Auburn,13021,East,636,OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils 8-Color Set","Office Supplies",Art,9.260000,2,0.00,3.055800
3159,3159,1101,US-2024-102016,2024-09-12,2024-09-18,6,"Standard Class",TM-21010,"Tamara Manning",Consumer,"United States","New York",Auburn,13021,East,883,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes Plain White","Office Supplies",Envelopes,27.180000,1,0.00,12.774600
3160,3160,1101,US-2024-102016,2024-09-12,2024-09-18,6,"Standard Class",TM-21010,"Tamara Manning",Consumer,"United States","New York",Auburn,13021,East,919,OFF-FA-10000490,"OIC Binder Clips Mini 1/4 Capacity Black","Office Supplies",Fasteners,1.240000,1,0.00,0.582800
3162,3162,1101,US-2024-102016,2024-09-12,2024-09-18,6,"Standard Class",TM-21010,"Tamara Manning",Consumer,"United States","New York",Auburn,13021,East,986,OFF-LA-10002043,"Avery 489","Office Supplies",Labels,20.700000,2,0.00,-103.500000
3163,3163,1101,US-2024-102016,2024-09-12,2024-09-18,6,"Standard Class",TM-21010,"Tamara Manning",Consumer,"United States","New York",Auburn,13021,East,1191,OFF-PA-10002464,"HP Office Recycled Paper (20Lb. and 87 Bright)","Office Supplies",Paper,28.900000,5,0.00,14.161000
3164,3164,1101,US-2024-102016,2024-09-12,2024-09-18,6,"Standard Class",TM-21010,"Tamara Manning",Consumer,"United States","New York",Auburn,13021,East,1375,OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin 18-3/8w x 5-1/4d x 20-1/2h Black","Office Supplies",Storage,105.980000,2,0.00,4.239200
3267,3267,1102,US-2024-102036,2024-09-21,2024-09-27,6,"Standard Class",CS-12130,"Chad Sievert",Consumer,"United States",Washington,Seattle,98105,West,1407,OFF-ST-10003123,"Fellowes Bases and Tops For Staxonsteel/High-Stak Systems","Office Supplies",Storage,199.740000,6,0.00,47.937600
3277,3277,1103,US-2024-102260,2024-09-22,2024-09-26,4,"Standard Class",SJ-20125,"Sanjit Jacobs","Home Office","United States",Tennessee,Franklin,37064,South,525,OFF-AR-10001315,"Newell 310","Office Supplies",Art,2.816000,2,0.20,0.316800
3278,3278,1103,US-2024-102260,2024-09-22,2024-09-26,4,"Standard Class",SJ-20125,"Sanjit Jacobs","Home Office","United States",Tennessee,Franklin,37064,South,648,OFF-BI-10000042,"Pressboard Data Binder Crimson 12 X 8 1/2","Office Supplies",Binders,3.204000,2,0.70,-2.563200
3279,3279,1103,US-2024-102260,2024-09-22,2024-09-26,4,"Standard Class",SJ-20125,"Sanjit Jacobs","Home Office","United States",Tennessee,Franklin,37064,South,1007,OFF-LA-10003714,"Avery 510","Office Supplies",Labels,12.000000,4,0.20,4.200000
3281,3281,1103,US-2024-102260,2024-09-22,2024-09-26,4,"Standard Class",SJ-20125,"Sanjit Jacobs","Home Office","United States",Tennessee,Franklin,37064,South,1386,OFF-ST-10002289,"Safco Wire Cube Shelving System For Use as 4 or 5 14 Cubes Black","Office Supplies",Storage,25.424000,1,0.20,-4.767000
3282,3282,1103,US-2024-102260,2024-09-22,2024-09-26,4,"Standard Class",SJ-20125,"Sanjit Jacobs","Home Office","United States",Tennessee,Franklin,37064,South,1423,OFF-ST-10003716,"Tennsco Double-Tier Lockers","Office Supplies",Storage,720.064000,4,0.20,-63.005600
3427,3427,1104,US-2024-102281,2024-10-12,2024-10-14,2,"First Class",MP-17470,"Mark Packer","Home Office","United States","New York","New York City",10035,East,22,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases Custom Colors",Furniture,Bookcases,626.352000,3,0.20,46.976400
3428,3428,1104,US-2024-102281,2024-10-12,2024-10-14,2,"First Class",MP-17470,"Mark Packer","Home Office","United States","New York","New York City",10035,East,24,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases Custom Colors",Furniture,Bookcases,899.136000,4,0.20,112.392000
3430,3430,1104,US-2024-102281,2024-10-12,2024-10-14,2,"First Class",MP-17470,"Mark Packer","Home Office","United States","New York","New York City",10035,East,596,OFF-AR-10003514,"4009 Highlighters by Sanford","Office Supplies",Art,19.900000,5,0.00,6.567000
3432,3432,1104,US-2024-102281,2024-10-12,2024-10-14,2,"First Class",MP-17470,"Mark Packer","Home Office","United States","New York","New York City",10035,East,1031,OFF-PA-10000061,"Xerox 205","Office Supplies",Paper,51.840000,8,0.00,24.883200
3435,3435,1104,US-2024-102281,2024-10-12,2024-10-14,2,"First Class",MP-17470,"Mark Packer","Home Office","United States","New York","New York City",10035,East,1759,TEC-PH-10001552,"I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink",Technology,Phones,71.760000,6,0.00,20.092800
2181,2181,1105,US-2024-102316,2024-03-01,2024-03-03,2,"Second Class",DH-13075,"Dave Hallsten",Corporate,"United States",California,"Los Angeles",90045,West,108,FUR-CH-10003396,"Global Deluxe Steno Chair",Furniture,Chairs,184.752000,3,0.20,-923.760000
2185,2185,1105,US-2024-102316,2024-03-01,2024-03-03,2,"Second Class",DH-13075,"Dave Hallsten",Corporate,"United States",California,"Los Angeles",90045,West,1720,TEC-PH-10000376,"Square Credit Card Reader",Technology,Phones,15.984000,2,0.20,1.198800
3038,3038,1106,US-2024-102491,2024-08-24,2024-08-28,4,"Standard Class",KW-16435,"Katrina Willman",Consumer,"United States",Kentucky,Florence,41042,South,1583,TEC-AC-10003289,"Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard",Technology,Accessories,79.960000,4,0.00,18.390800
3039,3039,1106,US-2024-102491,2024-08-24,2024-08-28,4,"Standard Class",KW-16435,"Katrina Willman",Consumer,"United States",Kentucky,Florence,41042,South,1652,TEC-MA-10000864,"Cisco 9971 IP Video Phone Charcoal",Technology,Machines,3080.000000,7,0.00,1416.800000
3041,3041,1106,US-2024-102491,2024-08-24,2024-08-28,4,"Standard Class",KW-16435,"Katrina Willman",Consumer,"United States",Kentucky,Florence,41042,South,1764,TEC-PH-10001619,"LG G3",Technology,Phones,587.970000,3,0.00,170.511300
3189,3189,1107,US-2024-102582,2024-09-15,2024-09-19,4,"Standard Class",NW-18400,"Natalie Webber",Consumer,"United States",Alabama,Mobile,36608,South,133,FUR-CH-10004853,"Global Manager's Adjustable Task Chair Storm",Furniture,Chairs,1056.860000,7,0.00,-5284.300000
3192,3192,1107,US-2024-102582,2024-09-15,2024-09-19,4,"Standard Class",NW-18400,"Natalie Webber",Consumer,"United States",Alabama,Mobile,36608,South,365,FUR-TA-10003569,"Bretford CR8500 Series Meeting Room Furniture",Furniture,Tables,801.960000,2,0.00,200.490000
3201,3201,1107,US-2024-102582,2024-09-15,2024-09-19,4,"Standard Class",NW-18400,"Natalie Webber",Consumer,"United States",Alabama,Mobile,36608,South,1834,TEC-PH-10003187,"Anker Astro Mini 3000mAh Ultra-Compact Portable Charger",Technology,Phones,59.970000,3,0.00,0.000000
2426,2426,1108,US-2024-102722,2024-04-18,2024-04-19,1,"First Class",KW-16570,"Kelly Williams",Consumer,"United States",Louisiana,Monroe,71203,South,1577,TEC-AC-10003116,"Memorex Froggy Flash Drive 8 GB",Technology,Accessories,106.500000,6,0.00,41.535000
3743,3743,1109,US-2024-102778,2024-11-21,2024-11-24,3,"First Class",JH-15820,"John Huston",Consumer,"United States","North Carolina",Monroe,28110,South,143,FUR-FU-10000087,"Executive Impressions 14 Two-Color Numerals Wall Clock",Furniture,Furnishings,18.176000,1,0.20,4.771200
2563,2563,1110,US-2024-102806,2024-05-21,2024-05-28,7,NULL,HG-14965,"Henry Goldwyn",Corporate,"United States",Pennsylvania,Philadelphia,19143,East,710,OFF-BI-10001597,"Wilson Jones Ledger-Size Piano-Hinge Binder 2 Blue","Office Supplies",Binders,24.588000,2,0.70,-18.031200
3571,3571,1111,US-2024-102848,2024-11-07,2024-11-09,2,"Second Class",KB-16240,"Karen Bern",Corporate,"United States",California,"Los Angeles",90036,West,60,FUR-CH-10000595,"Safco Contoured Stacking Chairs",Furniture,Chairs,190.720000,1,0.20,11.920000
2341,2341,1112,US-2024-102855,2024-04-05,2024-04-06,1,"Same Day",JF-15415,"Jennifer Ferguson",Consumer,"United States",Washington,Spokane,99207,West,565,OFF-AR-10002467,"Dixon Ticonderoga Pencils","Office Supplies",Art,23.840000,8,0.00,6.436800
2346,2346,1112,US-2024-102855,2024-04-05,2024-04-06,1,"Same Day",JF-15415,"Jennifer Ferguson",Consumer,"United States",Washington,Spokane,99207,West,1530,TEC-AC-10001767,"SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card",Technology,Accessories,239.940000,6,0.00,26.393400
3123,3123,1113,US-2024-102876,2024-09-07,2024-09-14,7,"Standard Class",LR-17035,"Lisa Ryan",Corporate,"United States",Pennsylvania,Philadelphia,19134,East,680,OFF-BI-10000848,"Angle-D Ring Binders","Office Supplies",Binders,4.923000,3,0.70,-3.938400
3124,3124,1113,US-2024-102876,2024-09-07,2024-09-14,7,"Standard Class",LR-17035,"Lisa Ryan",Corporate,"United States",Pennsylvania,Philadelphia,19134,East,851,OFF-BI-10004781,"GBC Wire Binding Strips","Office Supplies",Binders,9.522000,1,0.70,-6.982800
3131,3131,1113,US-2024-102876,2024-09-07,2024-09-14,7,"Standard Class",LR-17035,"Lisa Ryan",Corporate,"United States",Pennsylvania,Philadelphia,19134,East,1816,TEC-PH-10002680,"Samsung Galaxy Note 3",Technology,Phones,NULL,6,0.40,-131.994000
3346,3346,1114,US-2024-103072,2024-09-27,2024-09-30,3,"Second Class",HW-14935,"Helen Wasserman",Corporate,"United States",Michigan,Detroit,48205,Central,485,OFF-AR-10000127,"Newell 321","Office Supplies",Art,16.400000,5,0.00,4.756000
3351,3351,1114,US-2024-103072,2024-09-27,2024-09-30,3,"Second Class",HW-14935,"Helen Wasserman",Corporate,"United States",Michigan,Detroit,48205,Central,1228,OFF-PA-10003172,"Xerox 1996","Office Supplies",Paper,25.920000,4,0.00,12.441600
2120,2120,1115,US-2024-103093,2024-02-03,2024-02-07,4,"Standard Class",FO-14305,"Frank Olsen",Consumer,"United States",Georgia,Columbus,31907,South,897,OFF-EN-10003286,"Staple envelope","Office Supplies",Envelopes,74.520000,9,0.00,35.024400
2879,2879,1116,US-2024-103135,2024-07-24,2024-07-28,4,"Standard Class",SS-20515,"Shirley Schmidt","Home Office","United States",Kentucky,Louisville,40214,South,189,FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories Cherry Wood",Furniture,Furnishings,20.940000,3,0.00,6.072600
2880,2880,1116,US-2024-103135,2024-07-24,2024-07-28,4,"Standard Class",SS-20515,"Shirley Schmidt","Home Office","United States",Kentucky,Louisville,40214,South,650,OFF-BI-10000069,"GBC Prepunched Paper 19-Hole for Binding Systems 24-lb","Office Supplies",Binders,135.090000,9,0.00,62.141400
2881,2881,1116,US-2024-103135,2024-07-24,2024-07-28,4,"Standard Class",SS-20515,"Shirley Schmidt","Home Office","United States",Kentucky,Louisville,40214,South,650,OFF-BI-10000069,"GBC Prepunched Paper 19-Hole for Binding Systems 24-lb","Office Supplies",Binders,90.060000,6,0.00,41.427600
2882,2882,1116,US-2024-103135,2024-07-24,2024-07-28,4,"Standard Class",SS-20515,"Shirley Schmidt","Home Office","United States",Kentucky,Louisville,40214,South,1583,TEC-AC-10003289,"Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard",Technology,Accessories,279.860000,14,0.00,64.367800
