customer_id,customer_name,segment,total_orders,first_order_date,last_order_date,purchase_span_days,distinct_locations,total_order_lines,total_product_references,total_sales,total_quantity,total_profit,average_complete_order_value,comparable_profit_margin_percentage,average_shipping_days,unknown_sales_lines,unknown_quantity_lines,unknown_profit_lines,orders_with_unknown_sales,orders_with_unknown_profit,complete_loss_making_orders
CL-11890,"Carl Ludwig",Consumer,4,2023-07-26,2026-09-15,1147,4,7,7,1262.014000,24,316.487600,315.5035000000,-5.5340387303,2.5000,0,0,1,0,1,1
CL-12565,"Clay Ludtke",Consumer,12,2023-03-04,2026-03-21,1113,12,28,28,10581.866000,101,1964.175100,752.6006000000,19.9033312536,3.9167,2,2,1,2,1,0
CL-12700,"Craig Leslie","Home Office",5,2025-04-24,2026-09-16,510,5,8,8,2353.586000,34,229.009900,470.7172000000,9.7302541738,3.6000,0,0,0,0,0,1
CM-11815,"Candace McMahon",Corporate,6,2023-11-14,2026-08-21,1011,5,10,10,1673.888000,38,201.762200,278.9813333333,10.9237974407,3.8333,0,0,2,0,2,0
CM-11935,"Carlos Meador",Consumer,2,2024-09-24,2025-01-22,120,2,4,4,565.392000,18,-43.732400,282.6960000000,-7.7348812859,4.0000,0,0,0,0,0,1
CM-12115,"Chad McGuire",Consumer,4,2024-03-29,2026-12-22,998,4,7,7,1661.610000,35,312.753500,415.4025000000,18.8223169095,3.5000,0,0,0,0,0,1
CM-12160,"Charles McCrossin",Consumer,6,2025-10-21,2026-12-04,409,6,7,7,2533.314000,23,-317.371400,422.2190000000,-14.6771922418,3.6667,0,0,1,0,1,3
CM-12190,"Charlotte Melton",Consumer,6,2024-09-18,2026-12-22,825,6,7,7,1475.144000,21,87.088200,245.8573333333,5.9494928241,1.3333,0,0,1,0,1,1
CM-12235,"Chris McAfee",Consumer,5,2025-05-01,2025-12-10,223,5,8,8,905.768000,28,365.038700,226.4420000000,34.5056129163,4.0000,1,0,0,1,0,0
CM-12385,"Christopher Martinez",Consumer,4,2024-03-16,2026-11-23,982,4,10,10,6885.008000,34,3903.930400,254.9290000000,2.0000000000,4.2500,2,0,1,2,1,0
CM-12445,"Chuck Magee",Consumer,3,2023-06-09,2025-10-20,864,3,9,9,287.990000,269,64.429600,95.9966666667,22.3721657002,3.6667,0,0,0,0,0,0
CM-12655,"Corinna Mitchell","Home Office",6,2024-03-19,2026-12-03,989,6,10,10,6339.557600,358,1548.684300,1056.5929333333,27.4399881980,4.0000,0,0,1,0,1,0
CM-12715,"Craig Molinari",Corporate,4,2023-03-07,2024-03-01,360,4,13,13,3252.520400,55,176.310800,831.8928000000,2.3604804209,4.2500,2,1,0,1,0,1
Co-12640,Corey-Lock,Consumer,5,2023-06-20,2025-06-29,740,5,8,8,1300.076000,30,205.628200,260.0152000000,15.8166291817,5.2000,0,0,0,0,0,1
CP-12085,"Cathy Prescott",Corporate,8,2023-12-04,2026-10-09,1040,8,14,14,5356.366000,57,427.025800,765.1951428571,7.8009643105,3.3750,1,0,0,1,0,0
CP-12340,"Christine Phan",Corporate,8,2023-03-17,2026-07-23,1224,8,15,15,5608.147000,59,-1300.921900,461.6114000000,-38.0302479531,4.1250,3,0,2,3,2,3
CR-12580,"Clay Rozendal","Home Office",4,2025-04-18,2026-11-03,564,4,6,6,2138.324000,32,70.716500,712.7746666667,3.3070993919,4.0000,1,0,1,1,1,1
CR-12625,"Corey Roper","Home Office",3,2023-06-01,2025-09-16,838,3,4,4,475.900000,14,144.759400,158.6333333333,30.4180289977,4.0000,0,0,0,0,0,0
CR-12730,"Craig Reiter",Consumer,4,2023-08-20,2026-10-13,1150,3,6,6,1600.550000,18,-1793.922800,400.1375000000,-112.0816469339,4.5000,0,0,0,0,0,1
CR-12820,"Cyra Reiten","Home Office",3,2024-01-24,2026-10-06,986,3,7,7,1397.872400,26,83.270300,465.9574666667,5.9569314052,4.0000,0,0,0,0,0,1
CS-11845,"Cari Sayre",Corporate,5,2023-12-14,2026-09-30,1021,4,8,8,1278.954000,18,185.377600,255.7908000000,14.4944696995,3.0000,0,1,0,0,0,2
CS-11860,"Cari Schnelling",Consumer,6,2023-05-02,2026-07-21,1176,6,7,7,535.912000,16,101.282700,107.1824000000,20.0837718351,4.3333,1,0,1,1,1,1
CS-11950,"Carlos Soltero",Consumer,11,2023-06-08,2026-12-05,1276,9,22,22,1911.031000,302,-126.422300,191.2206666667,-2.2289141225,4.2727,2,1,0,2,0,4
CS-12130,"Chad Sievert",Consumer,4,2023-08-05,2025-08-28,754,4,7,7,884.640000,265,133.992100,221.1600000000,14.4141727016,4.7500,0,0,1,0,1,1
CS-12175,"Charles Sheldon",Corporate,5,2023-08-12,2026-05-12,1004,5,8,8,844.458000,30,111.042600,168.8916000000,37.6615431804,4.8000,0,0,1,0,1,1
CS-12250,"Chris Selesnick",Corporate,12,2023-01-13,2026-12-04,1421,11,28,28,2754.216000,97,738.362600,229.5180000000,26.8084493010,3.5833,0,0,0,0,0,0
CS-12355,"Christine Sundaresam",Consumer,11,2023-08-15,2026-12-24,1227,11,22,22,2959.810000,74,590.164200,294.9034000000,23.6121322256,3.9091,1,0,2,1,2,0
CS-12400,"Christopher Schild","Home Office",9,2023-09-26,2026-12-28,1189,8,14,14,3393.786500,47,-352.631300,239.5010000000,0.4737536091,3.6667,1,0,1,1,1,3
CS-12460,"Chuck Sachs",Consumer,2,2026-07-03,2026-12-03,153,2,6,6,550.644000,13,154.747300,275.3220000000,26.6923964611,5.0000,0,0,1,0,1,0
CS-12490,"Cindy Schnelling",Corporate,4,2024-01-12,2025-11-01,659,4,9,9,1077.228500,33,-309.855600,269.3071250000,-32.0908823047,4.2500,0,0,1,0,1,2
CS-12505,"Cindy Stewart",Consumer,6,2023-03-26,2026-11-02,1317,6,9,9,5690.055000,40,-6637.945500,948.3425000000,-117.5560887440,5.0000,0,0,1,0,1,1
CT-11995,"Carol Triggs",Consumer,11,2023-05-07,2026-09-25,1237,9,30,30,4494.978000,104,398.042900,341.2268000000,-1.2311292342,4.7273,1,0,2,1,2,2
CV-12295,"Christina VanderZanden",Consumer,5,2023-03-28,2026-04-20,1119,5,13,13,2830.628000,54,372.897300,566.1256000000,13.1736596967,3.8000,0,0,0,0,0,1
CV-12805,"Cynthia Voltz",Corporate,9,2025-05-09,2026-12-25,595,9,19,19,2068.144000,220,-501.525700,157.5908571429,-76.5424350109,3.6667,3,0,1,2,1,3
CW-11905,"Carl Weiss","Home Office",6,2023-06-09,2026-12-08,1278,6,11,11,1136.592000,40,370.829800,189.4320000000,32.6264657854,3.5000,0,0,0,0,0,0
CY-12745,"Craig Yedwab",Corporate,8,2023-12-12,2026-10-31,1054,8,11,11,2689.634000,43,25.912700,384.2334285714,14.9419241495,3.6250,1,0,1,1,1,1
DA-13450,"Dianna Arnett","Home Office",4,2023-04-25,2026-01-12,993,4,8,8,140.056000,27,37.079200,34.6693333333,33.9012496190,4.2500,1,0,2,1,2,0
DB-12910,"Daniel Byrd","Home Office",8,2023-10-24,2026-12-09,1142,7,12,12,1256.463000,43,431.374800,163.4175714286,24.0958351218,3.7500,1,1,0,1,0,2
DB-12970,"Darren Budd",Corporate,5,2023-11-12,2026-05-03,903,5,14,14,2565.659200,43,201.444200,617.4168000000,6.7762571410,3.6000,1,0,1,1,1,0
DB-13060,"Dave Brooks",Consumer,7,2023-03-01,2026-12-14,1384,7,13,13,4207.670000,48,766.014400,701.2783333333,20.0621918073,2.7143,1,0,1,1,1,0
DB-13120,"David Bremer",Corporate,7,2024-05-01,2026-11-12,925,7,14,14,2973.094000,217,-1582.278200,424.7277142857,-110.9946930292,4.1429,0,0,3,0,3,1
DB-13210,"Dean Braden",Consumer,10,2024-03-22,2026-12-21,1004,9,21,21,2188.809000,73,191.135900,152.8025000000,24.5203744431,3.6000,2,1,1,2,1,3
DB-13270,"Deborah Brumfield","Home Office",8,2023-02-04,2026-11-07,1372,8,13,13,4583.477000,52,841.826400,267.7324285714,3.1646628003,4.1250,1,0,0,1,0,2
DB-13360,"Dennis Bolton","Home Office",5,2023-11-19,2026-04-10,873,5,6,6,1081.466000,28,275.400700,216.2932000000,26.5213836539,4.6000,0,0,1,0,1,0
DB-13405,"Denny Blanton",Consumer,8,2023-08-08,2026-08-08,1096,5,26,26,3499.310000,98,1177.662200,454.0071428571,32.0029806606,3.2500,3,1,3,1,2,0
DB-13555,"Dorothy Badders",Corporate,7,2023-04-21,2026-09-14,1242,7,14,14,2956.922800,61,7.676200,576.5141600000,-8.3188978466,4.8571,2,0,1,2,1,1
DB-13615,"Doug Bickford",Consumer,7,2023-09-30,2026-11-27,1154,7,11,11,1989.050000,41,438.801200,284.1500000000,22.0608431161,4.0000,0,0,0,0,0,1
DB-13660,"Duane Benoit",Consumer,7,2023-06-17,2026-12-18,1280,7,10,10,1155.202000,33,177.673500,165.0288571429,15.3802971255,5.0000,0,0,0,0,0,2
DC-12850,"Dan Campbell",Consumer,9,2023-07-05,2026-11-23,1237,9,18,18,3064.120000,64,-1442.106500,119.1552500000,-31.0984094280,3.0000,1,0,1,1,1,3
DC-13285,"Debra Catini",Consumer,5,2023-12-29,2026-12-07,1074,5,7,7,1174.618000,37,132.068200,234.9236000000,11.2435021428,3.8000,0,0,0,0,0,1
DD-13570,"Dorothy Dickinson",Consumer,6,2023-03-31,2026-11-19,1329,6,9,9,266.238000,26,36.434400,53.2476000000,13.2815751320,3.6667,1,1,0,1,0,2
DE-13255,"Deanra Eno","Home Office",5,2023-08-22,2025-01-11,508,5,9,9,2550.874000,38,474.343800,510.1748000000,18.2511066910,3.2000,0,0,1,0,1,0
DF-13135,"David Flashing",Consumer,3,2023-10-04,2025-01-30,484,3,6,6,2390.534000,23,-410.098000,796.8446666667,47.0000000000,4.0000,0,0,2,0,2,0
DG-13300,"Deirdre Greer",Corporate,5,2023-11-01,2026-11-28,1123,5,8,8,3195.818000,39,562.776100,639.1636000000,17.6097668891,2.8000,0,0,0,0,0,1
DH-13075,"Dave Hallsten",Corporate,6,2023-11-21,2026-03-28,858,6,23,23,5100.272000,75,332.617700,820.7705000000,-9.9542533510,3.8333,2,2,1,2,1,2
DH-13675,"Duane Huffman","Home Office",4,2023-08-12,2024-11-15,461,4,11,11,559.260000,33,112.470500,62.6300000000,23.0613124701,2.0000,3,2,1,2,1,0
DJ-13420,"Denny Joy",Corporate,4,2023-12-08,2025-04-02,481,4,5,5,2012.520000,20,461.262200,503.1300000000,23.4481282661,4.2500,0,0,1,0,1,0
DJ-13510,"Don Jones",Corporate,8,2023-08-17,2026-11-12,1183,8,13,13,2436.728000,289,345.252100,343.7382857143,12.8353838967,3.6250,1,0,0,1,0,2
DJ-13630,"Doug Jacobs",Consumer,3,2024-12-14,2026-12-18,734,3,8,8,3356.398000,43,731.564400,1118.7993333333,21.7961159553,4.3333,0,0,0,0,0,0
DK-12835,"Damala Kotsonis",Corporate,12,2023-03-26,2026-12-09,1354,12,27,27,2692.856000,86,881.122800,266.4456000000,30.1122105225,3.6667,3,0,0,2,0,2
DK-12895,"Dana Kaydos",Consumer,5,2024-03-08,2026-11-15,982,5,15,15,4039.552000,54,-1104.682900,806.2520000000,-15.1599903008,5.0000,1,2,0,1,0,2
DK-12985,"Darren Koutras",Consumer,5,2023-11-24,2026-12-23,1125,5,8,8,1687.040000,32,-107.353800,337.4080000000,-6.3634412936,4.0000,0,0,0,0,0,3
DK-13090,"Dave Kipp",Consumer,7,2024-03-02,2026-11-18,991,7,13,13,2650.557000,33,224.398700,378.6510000000,13.5481829715,4.0000,0,0,1,0,1,2
DK-13150,"David Kendrick",Corporate,2,2023-12-05,2026-12-20,1111,2,5,5,797.832000,20,249.944700,398.9160000000,31.3279863430,5.0000,0,0,0,0,0,0
DK-13225,"Dean Katz",Corporate,9,2023-03-14,2026-12-20,1377,8,19,19,4802.394000,70,205.147400,533.5993333333,4.2580924866,3.8889,0,0,1,0,1,3
DK-13375,"Dennis Kane",Consumer,8,2023-09-07,2026-12-11,1191,8,23,23,2806.706000,77,366.189900,538.1568000000,15.4147299625,3.3750,3,0,1,3,1,3
DL-12865,"Dan Lawera",Consumer,8,2023-06-29,2026-09-21,1180,7,14,14,1503.112000,51,322.244900,187.8890000000,21.4385155597,5.2500,0,0,0,0,0,1
DL-12925,"Daniel Lacy",Consumer,6,2023-09-09,2026-11-03,1151,6,14,14,1972.210000,41,-731.664000,394.4420000000,-19.3967888943,3.8333,1,1,1,1,1,2
DL-13315,"Delfina Latchford",Consumer,8,2023-01-16,2026-12-08,1422,8,17,17,1368.726000,74,266.328800,167.8010000000,17.8877718685,3.7500,2,0,3,2,3,0
DL-13330,"Denise Leinenbach",Consumer,4,2023-06-23,2026-11-03,1229,4,8,8,585.020000,32,222.681200,146.2550000000,38.0638610646,3.5000,0,0,0,0,0,0
DL-13495,"Dionis Lloyd",Corporate,8,2024-12-25,2026-10-15,659,8,12,12,3539.322000,32,-52.788000,442.4152500000,-1.4914720955,3.5000,0,1,0,0,0,1
Dl-13600,"Dorris liebe",Corporate,5,2023-03-30,2026-09-02,1252,4,6,6,753.978000,19,175.238800,188.4945000000,23.8342232797,5.0000,1,0,0,1,0,1
DM-12955,"Dario Medina",Corporate,7,2023-09-30,2026-09-07,1073,7,9,9,1240.466000,28,55.097500,206.7443333333,3.8663131436,3.8571,1,0,0,1,0,3
DM-13015,"Darrin Martin",Consumer,7,2023-09-14,2026-11-03,1146,7,20,20,6334.735000,87,1656.327700,948.0771666667,0.6639917817,2.4286,1,0,1,1,1,2
DM-13345,"Denise Monton",Corporate,8,2023-11-03,2026-12-08,1131,8,13,13,4074.472000,41,1319.058600,509.3090000000,32.3737308785,5.0000,0,0,0,0,0,1
DM-13525,"Don Miller",Corporate,3,2023-07-05,2025-09-05,793,3,10,10,1366.982000,33,199.768800,567.1230000000,16.3347809911,3.0000,1,0,0,1,0,0
DN-13690,"Duane Noonan",Consumer,7,2023-09-20,2026-05-27,980,7,11,11,2139.790000,357,-3875.312300,305.6842857143,-181.1071320083,5.1429,0,0,0,0,0,1
DO-13435,"Denny Ordway",Consumer,9,2023-10-03,2026-08-19,1051,8,13,13,1300.031500,48,-38.908600,144.4479444444,-2.9928967106,3.7778,0,0,0,0,0,1
DO-13645,"Doug O'Connell",Consumer,9,2023-08-19,2026-12-04,1203,8,13,13,3005.606000,36,430.867900,336.2095000000,17.8622409833,4.5556,1,1,2,1,2,0
DP-13000,"Darren Powers",Consumer,9,2023-01-03,2026-08-26,1331,9,17,17,1050.636000,58,241.452400,116.7373333333,22.9815464157,4.5556,0,0,0,0,0,3
DP-13105,"Dave Poirier",Corporate,8,2024-08-22,2026-12-24,854,8,14,14,2185.770000,58,563.176100,364.2950000000,25.3229342520,4.6250,2,1,0,2,0,1
DP-13165,"David Philippe",Consumer,2,2023-12-02,2024-10-10,313,2,4,4,1058.616000,20,-40.937600,529.3080000000,-3.8670868379,4.5000,0,0,0,0,0,1
Dp-13240,"Dean percer","Home Office",11,2023-05-26,2026-10-07,1230,11,29,29,7198.761000,410,-862.453200,654.4328181818,-21.3868791918,4.0000,0,1,3,0,3,3
DP-13390,"Dennis Pardue","Home Office",9,2023-07-05,2026-01-06,916,9,14,14,5105.010000,45,-22752.339500,729.2871428571,-445.0483916780,4.3333,2,2,0,2,0,4
DR-12880,"Dan Reichenbach",Corporate,9,2024-09-25,2026-12-27,823,9,24,24,6528.034000,103,1636.728300,725.3371111111,25.1268031896,3.4444,0,0,1,0,1,2
DR-12940,"Daniel Raglin","Home Office",8,2023-03-28,2026-11-10,1323,8,13,13,8290.128000,57,2869.076000,994.6297142857,35.3214204051,4.3750,1,0,0,1,0,4
DS-13030,"Darrin Sayre","Home Office",4,2023-07-09,2026-09-28,1177,4,19,19,1762.213000,289,-65.149500,440.5532500000,25.1323822072,3.2500,0,1,3,0,3,0
DS-13180,"David Smith",Corporate,9,2023-04-28,2026-12-07,1319,9,20,20,2881.812800,68,163.699300,320.2014222222,5.6804279584,4.6667,0,0,0,0,0,2
DV-13045,"Darrin Van Huff",Corporate,5,2025-06-12,2026-12-11,547,5,9,9,397.608000,28,-427.184000,61.4180000000,8.2050050474,3.4000,1,0,0,1,0,2
DV-13465,"Dianna Vittorini",Consumer,6,2023-06-22,2026-12-01,1258,6,15,15,3341.587000,62,353.212700,556.9311666667,10.5702081077,3.1667,0,0,0,0,0,0
DW-13195,"David Wiener",Corporate,6,2023-01-18,2026-10-22,1373,6,9,9,1080.751000,39,-86.873800,180.1251666667,-8.0382807881,5.0000,0,0,0,0,0,2
DW-13480,"Dianna Wilson","Home Office",5,2023-06-01,2026-05-27,1091,5,11,11,5237.048000,37,1348.755600,1309.2620000000,25.5626337586,4.4000,1,1,0,1,0,0
DW-13540,"Don Weiss",Consumer,5,2025-02-27,2026-09-23,573,5,9,9,344.080000,21,69.667200,68.8160000000,20.2473843292,3.8000,0,0,0,0,0,1
DW-13585,"Dorothy Wardle",Corporate,7,2023-08-24,2026-05-02,982,7,10,10,1204.854000,44,-266.896600,172.1220000000,-22.1517793857,3.8571,0,0,0,0,0,2
EA-14035,"Erin Ashbrook",Corporate,13,2023-09-13,2026-07-31,1052,13,25,25,2666.753000,81,-43.556100,240.8863333333,8.9978168588,3.5385,4,2,1,4,1,4
EB-13705,"Ed Braxton",Corporate,9,2023-07-08,2026-11-12,1223,9,12,12,3644.978000,55,-2410.883100,404.9975555556,-66.1425967454,3.5556,0,0,0,0,0,3
EB-13750,"Edward Becker",Corporate,10,2024-03-12,2026-11-25,988,10,20,20,3236.314000,91,-93.030000,323.6314000000,-3.8706765869,3.6000,0,0,1,0,1,2
EB-13840,"Ellis Ballard",Corporate,5,2023-05-30,2026-10-01,1220,5,8,8,4358.128000,673,45.336400,871.6256000000,-11.3307657792,5.0000,0,0,2,0,2,1
EB-13870,"Emily Burns",Consumer,10,2023-05-05,2026-09-21,1235,10,11,11,2713.237000,41,274.327500,301.4707777778,10.5519368055,5.0000,1,0,1,1,1,5
EB-13930,"Eric Barreto",Consumer,5,2023-02-02,2026-07-22,1266,5,7,7,944.600000,24,0.604200,188.9200000000,0.0639635825,4.4000,0,0,0,0,0,1
EB-13975,"Erica Bern",Corporate,4,2025-01-04,2026-12-30,725,4,6,6,1643.255000,18,-4756.957900,410.8137500000,-289.4838536928,4.0000,0,0,0,0,0,2
EB-14110,"Eugene Barchas",Consumer,6,2024-04-13,2026-09-08,878,5,11,11,2829.558000,30,190.169400,469.9276000000,9.8161933136,4.8333,1,0,2,1,2,0
EB-14170,"Evan Bailliet",Consumer,6,2023-09-29,2026-10-09,1106,6,7,7,1186.326000,20,282.170100,197.7210000000,23.7852074388,3.0000,0,0,0,0,0,1
EC-14050,"Erin Creighton",Consumer,5,2023-12-17,2026-11-07,1056,5,7,7,423.754000,28,96.425600,105.9385000000,18.2524766728,4.4000,1,1,0,1,0,1
ED-13885,"Emily Ducich","Home Office",8,2023-08-09,2026-08-17,1104,7,14,14,3484.920000,54,608.762300,435.6150000000,17.4684727340,3.7500,0,0,0,0,0,1
EG-13900,"Emily Grady",Consumer,5,2024-11-02,2026-12-08,766,5,9,9,1832.020000,44,92.637200,366.4040000000,5.0940088598,4.4000,0,0,1,0,1,1
EH-13765,"Edward Hooks",Corporate,12,2023-04-12,2026-08-17,1223,12,32,32,10310.880000,831,1386.162600,859.2400000000,22.1537576280,3.6667,0,0,1,0,1,1
EH-13945,"Eric Hoffmann",Consumer,8,2023-07-02,2026-05-27,1060,8,17,17,684.171000,72,41.765700,85.5213750000,6.4512598096,3.0000,0,0,1,0,1,2
EH-13990,"Erica Hackney",Consumer,6,2023-01-15,2025-11-20,1040,6,8,8,497.954000,20,150.375900,99.5908000000,19.2206308213,3.6667,1,0,0,1,0,1
EH-14005,"Erica Hernandez","Home Office",7,2023-05-13,2026-12-28,1325,7,11,11,1219.530000,600,-292.580800,174.2185714286,-32.2036532084,2.7143,0,1,1,0,1,3
EH-14125,"Eugene Hildebrand","Home Office",14,2023-10-19,2026-10-19,1096,11,22,22,3143.483000,84,114.594100,224.5345000000,7.1516044263,4.3571,0,0,1,0,1,4
EH-14185,"Evan Henry",Consumer,6,2023-05-22,2026-09-16,1213,6,8,8,923.884000,22,242.110700,153.9806666667,26.2057466089,4.3333,0,0,0,0,0,2
EJ-13720,"Ed Jacobs",Consumer,4,2023-01-27,2026-03-03,1131,4,8,8,2162.174000,31,403.667600,540.5435000000,21.7420933631,4.7500,0,0,1,0,1,1
EJ-14155,"Eva Jacobs",Consumer,5,2023-03-03,2026-11-03,1341,5,8,8,2656.691000,29,-1331.111200,531.3382000000,-50.1041031870,4.4000,0,1,0,0,0,2
EK-13795,"Eileen Kiefer","Home Office",4,2023-03-18,2026-11-16,1339,4,4,4,1303.478000,18,97.106600,325.8695000000,7.4498073615,3.2500,0,0,0,0,0,0
EL-13735,"Ed Ludwig","Home Office",2,2025-04-22,2026-10-14,540,2,2,2,124.280000,9,27.115400,62.1400000000,21.8179916318,4.5000,0,0,0,0,0,0
EM-13810,"Eleni McCrary",Corporate,5,2024-06-07,2026-08-20,804,5,7,7,2567.010000,255,-133.827500,513.4020000000,-5.2133610699,2.0000,0,1,0,0,0,2
EM-13825,"Elizabeth Moffitt",Corporate,8,2023-12-02,2026-11-05,1069,8,16,16,2064.798000,136,694.216400,284.9054285714,27.3572398023,4.5000,1,0,1,1,1,0
EM-13960,"Eric Murdock",Consumer,5,2024-10-01,2026-08-01,669,5,6,6,933.704000,18,106.784000,186.7408000000,12.6608138754,3.8000,0,0,1,0,1,0
EM-14065,"Erin Mull",Consumer,4,2023-07-22,2026-11-13,1210,4,6,6,218.718000,654,40.154600,69.1620000000,21.7756378744,4.2500,1,0,0,1,0,2
EM-14095,"Eudokia Martin",Corporate,4,2024-08-07,2026-09-08,762,4,10,10,1041.042000,34,240.236200,260.2605000000,23.0765137237,2.7500,0,0,0,0,0,0
EM-14140,"Eugene Moren","Home Office",6,2023-07-19,2026-11-12,1212,6,21,21,4474.868000,74,1324.350900,723.2712000000,34.3607183585,3.1667,1,0,2,1,1,0
EM-14200,"Evan Minnotte","Home Office",3,2024-12-20,2026-07-25,582,3,4,4,366.822000,13,21.772100,122.2740000000,5.9353310325,4.6667,0,0,0,0,0,1
EN-13780,"Edward Nazzal",Consumer,4,2024-05-30,2026-03-18,657,4,9,9,2062.582000,27,-6617.596400,212.2240000000,15.5058805790,2.5000,1,0,0,1,0,1
EP-13915,"Emily Phan",Consumer,17,2023-07-06,2026-12-18,1261,17,31,31,5163.504800,116,94.037000,224.7557142857,14.8009761461,4.4706,3,1,1,3,1,5
ER-13855,"Elpida Rittenbach",Corporate,3,2024-12-21,2025-11-04,318,3,5,5,1245.788000,27,-295.739800,415.2626666667,-23.7391755259,3.6667,0,0,0,0,0,1
ES-14020,"Erica Smith",Consumer,5,2023-09-20,2026-11-20,1157,5,8,8,3510.458000,31,959.247500,702.0916000000,28.2713508569,4.6000,0,0,1,0,1,1
ES-14080,"Erin Smith",Corporate,9,2023-10-02,2026-12-02,1157,8,20,20,4652.710000,77,246.666100,523.2875000000,11.4028832143,3.8889,1,0,0,1,0,3
FA-14230,"Frank Atkinson",Corporate,7,2023-09-19,2026-09-24,1101,7,17,17,2057.678000,48,503.908000,64.9066666667,10.0632703369,4.0000,4,1,1,4,1,1
FC-14245,"Frank Carlisle","Home Office",7,2024-06-13,2026-10-21,860,7,14,14,3418.742000,50,1201.009400,488.3917142857,37.1003981035,3.4286,0,0,1,0,1,0
FC-14335,"Fred Chung",Corporate,7,2023-10-10,2026-06-29,993,7,10,10,3884.182000,37,601.718600,647.3636666667,16.5338838893,3.4286,1,0,1,1,1,1
FG-14260,"Frank Gastineau","Home Office",11,2023-05-21,2026-11-26,1285,8,17,17,2124.784000,63,683.637500,193.1621818182,27.9766881985,4.0909,0,1,1,0,1,3
FH-14275,"Frank Hawley",Corporate,10,2023-04-06,2026-11-23,1327,9,21,21,4256.272000,378,-3896.884300,425.6272000000,-91.5562797678,3.6000,0,1,0,0,0,2
FH-14350,"Fred Harton",Consumer,4,2024-08-23,2026-06-01,647,4,14,14,2112.908000,52,706.289000,693.7886666667,35.2271152695,4.2500,1,0,0,1,0,1
FH-14365,"Fred Hopkins",Corporate,8,2023-10-20,2026-12-25,1162,8,13,13,3837.266000,52,2052.541200,339.9894285714,4.9242838821,3.6250,1,0,1,1,1,1
FM-14215,"Filia McAdams",Corporate,10,2023-03-11,2026-12-23,1383,9,15,15,2456.638000,48,249.680800,245.6638000000,10.1635161550,3.8000,0,0,0,0,0,3
FM-14290,"Frank Merwin","Home Office",9,2023-08-26,2026-11-24,1186,9,20,20,3736.198000,79,93.362300,415.1331111111,2.7040076600,3.4444,0,0,2,0,1,2
FM-14380,"Fred McMath",Consumer,11,2024-07-12,2026-12-09,880,10,18,18,2729.050000,63,220.076000,264.9076000000,9.4145958817,4.2727,1,0,1,1,1,1
FO-14305,"Frank Olsen",Consumer,10,2023-06-09,2026-11-22,1262,10,15,15,2678.438000,57,215.596900,267.8438000000,8.0493518984,4.1000,0,1,0,0,0,4
FP-14320,"Frank Preis",Consumer,8,2023-12-07,2026-12-07,1096,8,14,14,4016.074000,54,519.729300,419.4425714286,21.9463134144,4.2500,1,0,1,1,1,0
FW-14395,"Fred Wasserman",Corporate,3,2024-03-22,2026-01-02,651,3,3,3,79.750000,9,23.491300,26.5833333333,29.4561755486,3.0000,0,0,0,0,0,0
GA-14515,"George Ashbrook",Consumer,8,2023-05-18,2026-08-03,1173,8,14,14,3250.264000,48,808.265800,114.9540000000,34.6684147001,4.0000,2,0,1,2,1,0
GA-14725,"Guy Armstrong",Consumer,11,2023-02-11,2026-12-25,1413,11,22,22,1398.382000,79,129.715900,127.1256363636,9.4654535053,3.9091,0,0,1,0,1,2
GB-14530,"George Bell",Corporate,11,2023-04-28,2026-10-29,1280,10,20,20,1568.440000,58,-34.554900,142.5854545455,-2.5473947275,3.9091,0,1,1,0,1,2
GB-14575,"Giulietta Baptist",Consumer,5,2024-06-12,2026-12-17,918,5,16,16,4322.788000,55,1091.535300,1413.4573333333,21.8249884680,4.4000,2,1,1,2,1,0
GD-14590,"Giulietta Dortch",Corporate,4,2023-05-05,2026-12-25,1330,4,6,6,1888.070000,25,230.937300,472.0175000000,12.2313950224,3.2500,0,0,0,0,0,1
GG-14650,"Greg Guthrie",Corporate,13,2023-10-05,2026-11-17,1139,11,36,36,8548.740000,125,1378.009200,829.5017777778,19.2063234215,4.3077,4,2,3,4,2,4
GH-14410,"Gary Hansen","Home Office",9,2023-07-09,2026-10-16,1195,9,17,17,2819.467000,460,11.924600,313.2741111111,0.3882938918,4.1111,0,0,3,0,3,2
GH-14425,"Gary Hwang",Consumer,4,2023-06-17,2026-11-10,1242,4,10,10,4061.056000,44,1132.820000,1353.6853333333,27.8947150692,4.7500,1,1,1,1,1,1
GH-14485,"Gene Hale",Corporate,2,2024-10-08,2025-12-08,426,2,3,3,1361.244000,15,-218.923500,680.6220000000,-97.5000000000,3.5000,0,0,1,0,1,1
GH-14665,"Greg Hansen",Consumer,2,2024-11-17,2026-12-28,771,2,3,3,146.940800,7,-5.810200,73.4704000000,-3.9541094100,4.0000,0,1,0,0,0,1
GK-14620,"Grace Kelly",Corporate,9,2023-06-25,2026-09-09,1172,8,14,14,6497.270000,619,1448.552500,721.9188888889,22.2947868874,3.8889,0,0,0,0,0,0
GM-14440,"Gary McGarr",Consumer,7,2023-03-21,2026-10-08,1297,6,11,11,2810.140000,39,347.266000,468.3566666667,8.5081455016,4.0000,1,1,0,1,0,0
GM-14455,"Gary Mitchum","Home Office",6,2023-04-11,2026-12-14,1343,6,12,12,3078.624000,54,793.281400,513.1040000000,25.7674012806,5.1667,0,0,0,0,0,0
